InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
587436,23084,RABBIT NIGHT LIGHT,7,09/11/2011 07:01,1.97,12704,United Kingdom
543146,23298,SPOTTY BUNTING,9,04/27/2011 10:21,4.61,13339,United Kingdom
559852,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,10/23/2011 11:01,2.27,14724,United Kingdom
573016,20727,LUNCH BAG BLACK SKULL.,3,05/17/2011 18:10,1.72,12620,Portugal
572870,20727,LUNCH BAG BLACK SKULL.,8,11/15/2011 14:03,1.54,14031,United Kingdom
551258,22960,JAM MAKING SET WITH JARS,11,09/28/2011 17:07,4.56,12909,Ireland
560978,23298,SPOTTY BUNTING,9,09/17/2011 13:31,5.19,12541,United Kingdom
545201,22197,SMALL POPCORN HOLDER,2,05/22/2011 07:09,0.87,14050,Ireland
565484,22178,VICTORIAN GLASS HANGING T-LIGHT,5,01/04/2011 19:03,1.16,14104,United Kingdom
555926,21929,JUMBO BAG PINK VINTAGE PAISLEY,9,03/19/2011 17:35,2.2,13775,United Kingdom
561801,20725,LUNCH BAG RED RETROSPOT,16,03/12/2011 09:04,1.59,13877,United Kingdom
551723,23084,RABBIT NIGHT LIGHT,2,07/17/2011 07:20,1.93,16087,United Kingdom
587323,84879,ASSORTED COLOUR BIRD ORNAMENT,4,10/04/2011 11:56,1.59,14203,Germany
551955,21754,HOME BUILDING BLOCK WORD,5,11/13/2011 10:26,5.56,13312,United Kingdom
564559,21931,JUMBO STORAGE BAG SUKI,1,08/31/2011 10:44,2.23,12565,Ireland
584368,21071,VINTAGE BILLBOARD DRINK ME MUG,1,02/21/2011 14:50,1.21,,United Kingdom
586179,22138,BAKING SET 9 PIECE RETROSPOT,1,05/01/2011 07:45,4.54,12367,Ireland
553000,22961,JAM MAKING SET PRINTED,13,11/17/2011 17:05,1.32,12912,Germany
542254,23084,RABBIT NIGHT LIGHT,6,01/28/2011 08:02,2.31,13274,United Kingdom
568888,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,08/06/2011 14:30,2.19,12669,Germany
546984,21071,VINTAGE BILLBOARD DRINK ME MUG,5,03/16/2011 14:31,1.06,12777,United Kingdom
574884,84029E,RED WOOLLY HOTTIE WHITE HEART,5,11/08/2011 17:40,3.86,14449,Ireland
584693,22633,HAND WARMER UNION JACK,4,06/08/2011 19:01,1.88,12847,United Kingdom
566391,23084,RABBIT NIGHT LIGHT,21,04/14/2011 17:11,2.38,12623,United Kingdom
559234,22138,BAKING SET 9 PIECE RETROSPOT,11,04/07/2011 17:46,5.56,12383,Ireland
539138,23203,JUMBO BAG DOILEY PATTERNS,1,03/18/2011 19:34,2.27,12882,United Kingdom
542217,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,08/21/2011 10:39,4.05,12404,United Kingdom
536791,22960,JAM MAKING SET WITH JARS,2,05/17/2011 13:32,3.96,12446,France
540643,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,06/27/2011 13:33,2.29,14480,United Kingdom
537009,21931,JUMBO STORAGE BAG SUKI,3,06/13/2011 19:38,1.98,13388,United Kingdom
582885,22138,BAKING SET 9 PIECE RETROSPOT,6,06/09/2011 07:04,4.66,14249,Belgium
563475,21931,JUMBO STORAGE BAG SUKI,11,11/28/2011 09:30,1.98,12612,Germany
537469,22960,JAM MAKING SET WITH JARS,13,05/07/2011 08:57,4.6,13622,United Kingdom
574581,22632,HAND WARMER RED POLKA DOT,12,04/14/2011 13:19,2.0,12732,United Kingdom
563907,21929,JUMBO BAG PINK VINTAGE PAISLEY,9,03/26/2011 07:08,2.05,13668,United Kingdom
563333,84879,ASSORTED COLOUR BIRD ORNAMENT,1,02/05/2011 08:55,1.86,13864,United Kingdom
C580732,84879,ASSORTED COLOUR BIRD ORNAMENT,-13,04/19/2011 11:09,1.53,12641,United Kingdom
558531,22633,HAND WARMER UNION JACK,17,03/15/2011 19:16,1.77,12522,United Kingdom
581691,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,12/09/2011 07:17,4.81,12516,United Kingdom
582093,22633,HAND WARMER UNION JACK,16,09/06/2011 19:22,2.0,13228,United Kingdom
573994,21755,LOVE BUILDING BLOCK WORD,1,03/30/2011 12:44,6.46,13286,Germany
546747,22752,SET 7 BABUSHKA NESTING BOXES,6,02/22/2011 10:30,8.03,13626,Ireland
548264,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,02/04/2011 11:50,2.41,14798,France
571394,20727,LUNCH BAG BLACK SKULL.,13,06/12/2011 08:58,1.89,12900,United Kingdom
545730,20727,LUNCH BAG BLACK SKULL.,6,06/10/2011 13:15,1.67,12855,United Kingdom
578377,84029E,RED WOOLLY HOTTIE WHITE HEART,5,10/03/2011 17:34,3.64,14565,United Kingdom
548670,22383,LUNCH BAG SUKI DESIGN,5,05/17/2011 17:46,1.71,14193,Germany
571572,22960,JAM MAKING SET WITH JARS,2,11/17/2011 10:44,4.68,13948,Germany
576587,22960,JAM MAKING SET WITH JARS,8,09/03/2011 11:32,4.21,13211,United Kingdom
572208,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,01/27/2011 11:26,4.28,12800,United Kingdom
540551,21071,VINTAGE BILLBOARD DRINK ME MUG,3,04/17/2011 13:19,1.1,15576,United Kingdom
577910,23084,RABBIT NIGHT LIGHT,4,05/25/2011 13:34,2.08,,United Kingdom
550452,21755,LOVE BUILDING BLOCK WORD,15,04/04/2011 11:29,5.39,12577,Germany
581862,21754,HOME BUILDING BLOCK WORD,5,05/06/2011 10:28,6.49,13151,France
540445,23298,SPOTTY BUNTING,4,03/20/2011 13:28,4.62,14117,United Kingdom
540265,22383,LUNCH BAG SUKI DESIGN,9,04/03/2011 17:25,1.78,12770,Ireland
583865,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,06/15/2011 18:25,2.33,13421,Germany
550453,20727,LUNCH BAG BLACK SKULL.,1,06/20/2011 09:02,1.65,12577,Germany
565876,84406B,CREAM CUPID HEARTS COAT HANGER,1,06/01/2011 09:11,3.14,14514,United Kingdom
563444,22423,REGENCY CAKESTAND 3 TIER,6,07/25/2011 08:50,12.15,12407,Germany
551175,22961,JAM MAKING SET PRINTED,2,09/21/2011 13:29,1.49,14351,United Kingdom
558751,21754,HOME BUILDING BLOCK WORD,3,04/30/2011 09:09,6.52,13278,United Kingdom
553213,84879,ASSORTED COLOUR BIRD ORNAMENT,6,05/31/2011 17:13,1.65,13087,United Kingdom
579872,84406B,CREAM CUPID HEARTS COAT HANGER,10,06/07/2011 16:35,3.09,12707,United Kingdom
557278,23084,RABBIT NIGHT LIGHT,8,02/03/2011 18:17,2.2,13605,Portugal
572838,22086,PAPER CHAIN KIT 50'S CHRISTMAS,9,04/13/2011 10:42,3.19,15013,United Kingdom
558926,22632,HAND WARMER RED POLKA DOT,1,02/09/2011 17:34,1.98,14312,Ireland
570303,84406B,CREAM CUPID HEARTS COAT HANGER,3,03/27/2011 07:19,2.94,14142,United Kingdom
584895,84029E,RED WOOLLY HOTTIE WHITE HEART,5,06/04/2011 15:05,4.16,12755,United Kingdom
C565005,84879,ASSORTED COLOUR BIRD ORNAMENT,-3,01/09/2011 15:52,1.88,16309,Netherlands
555657,22423,REGENCY CAKESTAND 3 TIER,8,09/07/2011 12:49,12.94,12693,United Kingdom
558376,20727,LUNCH BAG BLACK SKULL.,7,09/02/2011 14:29,1.84,12386,United Kingdom
579567,21212,PACK OF 72 RETROSPOT CAKE CASES,19,02/19/2011 15:05,0.42,13865,United Kingdom
541666,21212,PACK OF 72 RETROSPOT CAKE CASES,12,10/25/2011 08:21,0.42,12814,United Kingdom
579274,22633,HAND WARMER UNION JACK,9,05/20/2011 15:46,2.03,13394,United Kingdom
568960,22383,LUNCH BAG SUKI DESIGN,6,01/18/2011 16:50,1.58,15617,France
571563,23298,SPOTTY BUNTING,6,07/22/2011 10:51,4.47,14506,United Kingdom
547741,22423,REGENCY CAKESTAND 3 TIER,2,06/24/2011 09:44,13.05,12672,United Kingdom
561261,21931,JUMBO STORAGE BAG SUKI,4,03/30/2011 07:29,1.79,12690,United Kingdom
565586,84406B,CREAM CUPID HEARTS COAT HANGER,6,03/01/2011 13:47,3.0,13201,France
550574,22960,JAM MAKING SET WITH JARS,1,05/23/2011 18:41,4.83,12425,United Kingdom
583445,84879,ASSORTED COLOUR BIRD ORNAMENT,6,08/23/2011 19:52,1.71,13369,United Kingdom
573719,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,11/04/2011 17:18,2.04,12692,United Kingdom
546930,20727,LUNCH BAG BLACK SKULL.,8,06/04/2011 09:22,1.49,13443,France
553635,84029E,RED WOOLLY HOTTIE WHITE HEART,7,11/06/2011 08:38,3.72,13232,United Kingdom
569454,21754,HOME BUILDING BLOCK WORD,6,08/23/2011 09:51,5.4,14481,United Kingdom
548502,84029E,RED WOOLLY HOTTIE WHITE HEART,2,02/15/2011 10:01,3.46,13317,United Kingdom
538524,22178,VICTORIAN GLASS HANGING T-LIGHT,10,03/09/2011 15:51,1.2,16310,United Kingdom
552464,22752,SET 7 BABUSHKA NESTING BOXES,6,08/09/2011 10:09,8.21,12638,United Kingdom
582108,71053,WHITE METAL LANTERN,5,02/08/2011 10:01,3.26,13778,Germany
547964,21071,VINTAGE BILLBOARD DRINK ME MUG,6,05/16/2011 18:47,0.98,15423,United Kingdom
536460,21071,VINTAGE BILLBOARD DRINK ME MUG,3,10/19/2011 11:23,0.96,12590,United Kingdom
585318,22632,HAND WARMER RED POLKA DOT,14,01/10/2011 08:31,2.11,,United Kingdom
584122,85099B,JUMBO BAG RED RETROSPOT,2,10/09/2011 07:02,2.24,12615,United Kingdom
582229,85099B,JUMBO BAG RED RETROSPOT,2,07/16/2011 15:15,2.02,14581,United Kingdom
540609,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,08/29/2011 14:49,3.01,14431,France
562171,22632,HAND WARMER RED POLKA DOT,10,02/19/2011 07:34,1.98,13276,United Kingdom
554987,21071,VINTAGE BILLBOARD DRINK ME MUG,14,04/03/2011 07:50,1.15,13745,United Kingdom
552373,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,10/28/2011 18:10,2.3,14006,Spain
556320,85099B,JUMBO BAG RED RETROSPOT,10,04/26/2011 08:41,1.94,13108,United Kingdom
547975,21931,JUMBO STORAGE BAG SUKI,1,12/18/2010 11:05,1.88,13435,United Kingdom
573496,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,08/03/2011 07:30,2.88,13353,United Kingdom
578634,20725,LUNCH BAG RED RETROSPOT,6,08/08/2011 10:27,1.85,14381,Germany
559739,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,03/15/2011 18:28,3.42,13094,United Kingdom
564427,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,04/27/2011 13:29,2.0,13511,United Kingdom
585792,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,04/10/2011 16:19,2.69,13717,Ireland
558881,22178,VICTORIAN GLASS HANGING T-LIGHT,8,10/13/2011 09:12,1.41,12749,United Kingdom
548423,21755,LOVE BUILDING BLOCK WORD,1,08/04/2011 14:54,6.5,12859,United Kingdom
582565,21212,PACK OF 72 RETROSPOT CAKE CASES,10,07/11/2011 13:37,0.39,12428,United Kingdom
555793,21755,LOVE BUILDING BLOCK WORD,3,01/27/2011 14:34,5.46,13919,United Kingdom
574944,21931,JUMBO STORAGE BAG SUKI,5,07/08/2011 14:28,2.03,12494,United Kingdom
579310,22197,SMALL POPCORN HOLDER,2,07/07/2011 12:42,0.97,13471,United Kingdom
568083,21755,LOVE BUILDING BLOCK WORD,10,07/02/2011 10:39,5.62,13273,United Kingdom
585241,21755,LOVE BUILDING BLOCK WORD,6,03/11/2011 11:35,6.74,14811,Germany
575586,21071,VINTAGE BILLBOARD DRINK ME MUG,13,12/06/2010 15:26,1.05,13493,United Kingdom
585617,21931,JUMBO STORAGE BAG SUKI,6,10/16/2011 15:51,2.23,12576,United Kingdom
557635,22197,SMALL POPCORN HOLDER,1,07/26/2011 14:32,0.89,13306,United Kingdom
544018,22138,BAKING SET 9 PIECE RETROSPOT,8,12/22/2010 07:06,5.24,13706,United Kingdom
C551242,22178,VICTORIAN GLASS HANGING T-LIGHT,-7,10/26/2011 08:56,1.17,14450,Spain
542675,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,06/13/2011 15:49,3.95,14715,Belgium
545593,22383,LUNCH BAG SUKI DESIGN,7,03/19/2011 16:48,1.51,13418,United Kingdom
551689,23084,RABBIT NIGHT LIGHT,12,10/11/2011 18:15,2.05,13034,United Kingdom
553171,21755,LOVE BUILDING BLOCK WORD,8,05/04/2011 09:45,6.24,12394,United Kingdom
560756,22138,BAKING SET 9 PIECE RETROSPOT,11,07/16/2011 10:58,5.17,13207,United Kingdom
543509,23084,RABBIT NIGHT LIGHT,3,10/31/2011 19:18,1.9,14215,United Kingdom
545323,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,06/30/2011 08:51,3.38,12862,United Kingdom
540001,23298,SPOTTY BUNTING,1,12/17/2010 16:41,5.32,13858,Ireland
574560,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,07/28/2011 12:36,4.12,12783,United Kingdom
573236,71053,WHITE METAL LANTERN,12,02/26/2011 19:43,3.07,12391,United Kingdom
582220,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,10/25/2011 11:22,4.23,14397,Ireland
586170,21755,LOVE BUILDING BLOCK WORD,5,08/12/2011 07:45,6.36,12367,Ireland
580430,21755,LOVE BUILDING BLOCK WORD,2,09/01/2011 10:13,5.53,14507,United Kingdom
571883,21931,JUMBO STORAGE BAG SUKI,16,03/29/2011 11:47,1.81,12517,France
545858,23084,RABBIT NIGHT LIGHT,7,06/21/2011 18:35,2.25,12499,United Kingdom
570449,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,02/25/2011 19:07,3.5,13566,United Kingdom
582107,20725,LUNCH BAG RED RETROSPOT,8,12/17/2010 17:54,1.79,13778,Germany
565877,20725,LUNCH BAG RED RETROSPOT,5,08/16/2011 10:46,1.5,14514,United Kingdom
542896,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,08/16/2011 16:50,3.02,12954,France
586586,84879,ASSORTED COLOUR BIRD ORNAMENT,2,01/11/2011 17:01,1.86,14456,Germany
555187,22138,BAKING SET 9 PIECE RETROSPOT,7,04/02/2011 17:01,4.63,13040,France
570038,21931,JUMBO STORAGE BAG SUKI,4,11/13/2011 08:27,1.93,14635,United Kingdom
545598,22632,HAND WARMER RED POLKA DOT,19,01/09/2011 10:46,1.88,13418,United Kingdom
566473,22086,PAPER CHAIN KIT 50'S CHRISTMAS,14,08/07/2011 08:05,2.79,12864,United Kingdom
583420,84029E,RED WOOLLY HOTTIE WHITE HEART,7,03/31/2011 08:27,3.45,13008,United Kingdom
552066,22178,VICTORIAN GLASS HANGING T-LIGHT,2,03/22/2011 08:59,1.27,13247,United Kingdom
548136,23298,SPOTTY BUNTING,3,11/09/2011 12:58,5.68,13136,Spain
559086,22752,SET 7 BABUSHKA NESTING BOXES,21,12/04/2011 17:51,8.43,13104,Spain
556165,21754,HOME BUILDING BLOCK WORD,1,04/13/2011 10:06,6.54,14457,Portugal
571316,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,02/13/2011 09:06,2.43,12657,United Kingdom
574129,23203,JUMBO BAG DOILEY PATTERNS,7,10/09/2011 17:37,2.25,12780,Ireland
570784,85099B,JUMBO BAG RED RETROSPOT,14,04/14/2011 14:21,2.17,12538,France
560132,22138,BAKING SET 9 PIECE RETROSPOT,9,04/11/2011 08:42,5.14,13313,United Kingdom
C540639,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-11,10/09/2011 14:37,2.41,12924,United Kingdom
551751,22423,REGENCY CAKESTAND 3 TIER,8,08/03/2011 11:17,12.96,13067,United Kingdom
580840,71053,WHITE METAL LANTERN,8,06/06/2011 17:10,3.44,12609,Belgium
547142,22178,VICTORIAN GLASS HANGING T-LIGHT,3,05/29/2011 17:17,1.13,14307,United Kingdom
570941,71053,WHITE METAL LANTERN,5,08/25/2011 07:39,3.68,12490,United Kingdom
566210,23084,RABBIT NIGHT LIGHT,5,02/11/2011 12:49,1.97,13283,Germany
568418,23203,JUMBO BAG DOILEY PATTERNS,12,06/01/2011 16:25,2.13,13202,United Kingdom
561989,84879,ASSORTED COLOUR BIRD ORNAMENT,14,10/03/2011 16:55,1.7,12618,United Kingdom
557928,84406B,CREAM CUPID HEARTS COAT HANGER,12,12/29/2010 11:36,2.67,13494,Netherlands
C560017,20727,LUNCH BAG BLACK SKULL.,-13,08/30/2011 19:50,1.88,13043,United Kingdom
583383,23203,JUMBO BAG DOILEY PATTERNS,9,05/30/2011 11:46,1.98,13656,Portugal
543856,84879,ASSORTED COLOUR BIRD ORNAMENT,5,08/12/2011 19:30,1.88,12989,France
542783,20725,LUNCH BAG RED RETROSPOT,5,12/18/2010 18:04,1.66,13532,United Kingdom
537095,71053,WHITE METAL LANTERN,2,04/15/2011 15:41,3.8,13463,United Kingdom
573817,22178,VICTORIAN GLASS HANGING T-LIGHT,1,07/21/2011 17:29,1.19,14083,United Kingdom
559080,22138,BAKING SET 9 PIECE RETROSPOT,1,06/01/2011 12:42,4.65,12586,United Kingdom
538807,22197,SMALL POPCORN HOLDER,5,06/19/2011 15:47,0.87,15392,United Kingdom
537772,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,08/16/2011 09:11,2.16,13049,United Kingdom
573862,22633,HAND WARMER UNION JACK,1,09/18/2011 07:41,1.68,12473,United Kingdom
586091,22178,VICTORIAN GLASS HANGING T-LIGHT,17,02/23/2011 18:03,1.32,12408,United Kingdom
554513,22423,REGENCY CAKESTAND 3 TIER,2,10/20/2011 18:25,12.91,14365,United Kingdom
564159,84029E,RED WOOLLY HOTTIE WHITE HEART,17,05/23/2011 12:03,4.11,12652,United Kingdom
552822,21212,PACK OF 72 RETROSPOT CAKE CASES,8,01/30/2011 13:13,0.48,13405,United Kingdom
571464,23203,JUMBO BAG DOILEY PATTERNS,1,06/16/2011 11:10,2.28,,United Kingdom
559704,22632,HAND WARMER RED POLKA DOT,7,03/06/2011 16:35,1.71,13657,United Kingdom
561792,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,01/27/2011 15:29,4.38,13877,United Kingdom
576756,22086,PAPER CHAIN KIT 50'S CHRISTMAS,11,08/18/2011 07:33,2.96,12908,United Kingdom
582169,22423,REGENCY CAKESTAND 3 TIER,1,07/25/2011 09:55,12.08,13795,United Kingdom
543787,22752,SET 7 BABUSHKA NESTING BOXES,13,02/25/2011 08:57,7.44,13507,United Kingdom
537333,21755,LOVE BUILDING BLOCK WORD,12,06/05/2011 13:47,6.47,13478,United Kingdom
538821,22961,JAM MAKING SET PRINTED,2,02/18/2011 15:12,1.65,14060,Netherlands
567101,22197,SMALL POPCORN HOLDER,16,06/20/2011 17:34,0.8,12792,United Kingdom
564431,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,02/22/2011 18:38,2.77,13511,United Kingdom
558207,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,08/20/2011 09:07,2.82,12876,United Kingdom
584159,22423,REGENCY CAKESTAND 3 TIER,1,12/19/2010 11:17,12.07,15050,United Kingdom
573428,22633,HAND WARMER UNION JACK,6,03/12/2011 11:55,2.12,13728,United Kingdom
564602,21212,PACK OF 72 RETROSPOT CAKE CASES,1,04/09/2011 07:47,0.48,14223,United Kingdom
566704,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,11/01/2011 10:40,3.05,15935,United Kingdom
561719,22960,JAM MAKING SET WITH JARS,9,01/08/2011 10:09,4.49,13616,United Kingdom
578506,23084,RABBIT NIGHT LIGHT,5,01/27/2011 08:27,1.96,12613,United Kingdom
570280,21929,JUMBO BAG PINK VINTAGE PAISLEY,7,05/17/2011 10:42,2.36,12791,France
584990,22961,JAM MAKING SET PRINTED,1,06/08/2011 12:42,1.62,12887,United Kingdom
543070,23298,SPOTTY BUNTING,11,07/13/2011 12:29,5.04,13413,Ireland
552866,21755,LOVE BUILDING BLOCK WORD,16,04/22/2011 18:00,6.8,12832,United Kingdom
536807,22197,SMALL POPCORN HOLDER,9,01/28/2011 14:39,0.9,12446,France
546374,22960,JAM MAKING SET WITH JARS,7,03/04/2011 09:59,4.05,14040,United Kingdom
558540,23203,JUMBO BAG DOILEY PATTERNS,3,04/03/2011 07:03,2.18,,United Kingdom
536931,71053,WHITE METAL LANTERN,1,04/14/2011 08:31,3.6,13534,Portugal
568959,23084,RABBIT NIGHT LIGHT,1,01/06/2011 19:52,2.07,15617,France
546103,71053,WHITE METAL LANTERN,6,04/23/2011 13:32,3.69,13770,Spain
539488,20725,LUNCH BAG RED RETROSPOT,8,10/24/2011 13:52,1.51,12614,France
542995,22383,LUNCH BAG SUKI DESIGN,3,10/19/2011 08:22,1.73,12380,United Kingdom
566942,22960,JAM MAKING SET WITH JARS,7,06/20/2011 14:58,4.29,13006,United Kingdom
565564,22178,VICTORIAN GLASS HANGING T-LIGHT,3,03/04/2011 18:30,1.37,13201,France
546067,23203,JUMBO BAG DOILEY PATTERNS,9,12/07/2010 14:21,1.88,13794,Portugal
579927,84406B,CREAM CUPID HEARTS COAT HANGER,5,12/06/2010 15:44,2.77,13585,Germany
C546641,22423,REGENCY CAKESTAND 3 TIER,-7,02/10/2011 11:27,13.48,14875,Ireland
573602,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,03/22/2011 14:00,2.62,13344,Germany
544791,20725,LUNCH BAG RED RETROSPOT,1,10/12/2011 16:20,1.59,13303,United Kingdom
577687,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,04/18/2011 12:51,2.81,13629,United Kingdom
581119,22383,LUNCH BAG SUKI DESIGN,13,11/16/2011 09:15,1.51,12549,United Kingdom
555815,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,08/11/2011 16:22,3.94,12936,United Kingdom
586191,22383,LUNCH BAG SUKI DESIGN,11,02/20/2011 18:36,1.71,12906,United Kingdom
577499,22633,HAND WARMER UNION JACK,11,10/22/2011 10:38,2.09,13364,United Kingdom
574166,23084,RABBIT NIGHT LIGHT,12,05/27/2011 10:33,2.32,12736,France
572752,23084,RABBIT NIGHT LIGHT,7,04/07/2011 10:13,2.2,12563,United Kingdom
568845,22633,HAND WARMER UNION JACK,14,05/13/2011 10:23,2.09,12442,United Kingdom
580553,20725,LUNCH BAG RED RETROSPOT,3,10/09/2011 11:18,1.82,13253,Belgium
553847,22960,JAM MAKING SET WITH JARS,20,07/14/2011 08:49,4.59,13338,Ireland
587332,71053,WHITE METAL LANTERN,4,04/30/2011 18:26,3.31,16307,France
546008,23298,SPOTTY BUNTING,2,11/06/2011 11:31,5.41,13981,United Kingdom
539818,21931,JUMBO STORAGE BAG SUKI,3,10/30/2011 08:01,2.09,12434,Ireland
563588,84879,ASSORTED COLOUR BIRD ORNAMENT,12,07/10/2011 19:51,1.62,12581,United Kingdom
558609,21212,PACK OF 72 RETROSPOT CAKE CASES,6,03/22/2011 09:32,0.39,13833,Germany
558038,21755,LOVE BUILDING BLOCK WORD,5,11/12/2011 17:58,5.82,12885,United Kingdom
582014,21754,HOME BUILDING BLOCK WORD,6,07/17/2011 07:50,5.82,15228,United Kingdom
550052,21071,VINTAGE BILLBOARD DRINK ME MUG,7,06/25/2011 17:12,1.16,,United Kingdom
C567899,22960,JAM MAKING SET WITH JARS,-2,05/09/2011 16:50,4.16,12805,United Kingdom
581301,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,02/04/2011 17:48,2.76,,United Kingdom
577996,22383,LUNCH BAG SUKI DESIGN,2,07/01/2011 07:28,1.78,12571,United Kingdom
551222,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,11/02/2011 10:56,4.24,14732,Portugal
545225,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,03/06/2011 15:20,2.43,14272,Spain
557299,84029E,RED WOOLLY HOTTIE WHITE HEART,9,04/13/2011 08:37,3.63,13762,United Kingdom
561119,23298,SPOTTY BUNTING,10,02/18/2011 19:29,5.58,13514,France
556372,20727,LUNCH BAG BLACK SKULL.,6,01/27/2011 15:17,1.61,13267,United Kingdom
570812,23084,RABBIT NIGHT LIGHT,10,01/31/2011 19:11,1.97,15312,United Kingdom
564771,22423,REGENCY CAKESTAND 3 TIER,2,06/25/2011 08:39,14.58,14727,United Kingdom
561207,20727,LUNCH BAG BLACK SKULL.,13,05/14/2011 19:59,1.83,13546,United Kingdom
574362,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,08/09/2011 17:20,2.79,12519,United Kingdom
548304,22960,JAM MAKING SET WITH JARS,5,10/28/2011 18:28,4.07,12575,United Kingdom
550332,21931,JUMBO STORAGE BAG SUKI,5,09/12/2011 15:07,2.06,12594,United Kingdom
583870,85099B,JUMBO BAG RED RETROSPOT,8,04/12/2011 09:41,1.92,13421,Germany
559781,21931,JUMBO STORAGE BAG SUKI,2,06/22/2011 19:20,2.22,13359,Netherlands
579981,22752,SET 7 BABUSHKA NESTING BOXES,13,04/11/2011 08:41,8.78,13841,United Kingdom
549306,21071,VINTAGE BILLBOARD DRINK ME MUG,8,07/20/2011 16:07,0.99,12786,Germany
545418,22197,SMALL POPCORN HOLDER,11,05/17/2011 07:36,0.79,12389,United Kingdom
574610,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/26/2011 08:01,2.34,12957,United Kingdom
545404,23084,RABBIT NIGHT LIGHT,13,06/15/2011 14:00,1.98,12389,United Kingdom
538839,22752,SET 7 BABUSHKA NESTING BOXES,6,10/11/2011 14:35,8.58,14293,United Kingdom
555133,21212,PACK OF 72 RETROSPOT CAKE CASES,1,03/05/2011 09:36,0.43,12403,Netherlands
579587,84406B,CREAM CUPID HEARTS COAT HANGER,4,09/16/2011 18:05,3.13,13320,United Kingdom
564930,21929,JUMBO BAG PINK VINTAGE PAISLEY,5,07/14/2011 15:38,2.11,15130,Belgium
570936,21071,VINTAGE BILLBOARD DRINK ME MUG,11,07/10/2011 18:35,0.96,12490,United Kingdom
561456,23084,RABBIT NIGHT LIGHT,9,10/12/2011 10:32,2.21,12910,United Kingdom
547801,23084,RABBIT NIGHT LIGHT,3,07/26/2011 09:36,1.89,13047,United Kingdom
538383,23298,SPOTTY BUNTING,4,07/29/2011 12:19,5.5,13130,United Kingdom
572168,85099B,JUMBO BAG RED RETROSPOT,1,12/28/2010 18:42,1.96,13573,United Kingdom
548075,22632,HAND WARMER RED POLKA DOT,14,03/25/2011 17:46,2.05,12892,United Kingdom
553045,21754,HOME BUILDING BLOCK WORD,2,01/07/2011 09:38,6.59,15828,United Kingdom
572886,22960,JAM MAKING SET WITH JARS,1,09/10/2011 12:31,4.32,12603,United Kingdom
536470,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,09/18/2011 19:36,1.88,12590,United Kingdom
555911,22423,REGENCY CAKESTAND 3 TIER,6,02/20/2011 16:46,14.57,14296,United Kingdom
577271,22632,HAND WARMER RED POLKA DOT,11,10/01/2011 09:52,1.67,12925,Germany
577495,84406B,CREAM CUPID HEARTS COAT HANGER,7,12/02/2011 08:34,3.1,13364,United Kingdom
540895,22961,JAM MAKING SET PRINTED,5,05/29/2011 14:09,1.57,15407,United Kingdom
551002,21755,LOVE BUILDING BLOCK WORD,15,03/17/2011 12:33,5.38,12911,United Kingdom
540309,20727,LUNCH BAG BLACK SKULL.,6,10/18/2011 17:05,1.71,12990,United Kingdom
547045,20727,LUNCH BAG BLACK SKULL.,9,04/24/2011 09:00,1.7,13198,United Kingdom
577056,21754,HOME BUILDING BLOCK WORD,9,10/01/2011 18:32,6.03,12491,Spain
