InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,LineTotal
585362,22633,HAND WARMER UNION JACK,14,2011-02-06 18:27:00,1.74,13812,United Kingdom,24.36
567849,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2011-09-14 19:12:00,3.14,13142,United Kingdom,21.98
537111,21071,VINTAGE BILLBOARD DRINK ME MUG,4,2010-12-29 08:03:00,1.0,13463,United Kingdom,4.0
581218,22960,JAM MAKING SET WITH JARS,7,2011-06-01 14:08:00,4.84,12822,Netherlands,33.88
542588,21754,HOME BUILDING BLOCK WORD,9,2011-02-10 12:08:00,5.38,13076,United Kingdom,48.42
543268,22961,JAM MAKING SET PRINTED,1,2011-11-10 18:06:00,1.55,12758,Netherlands,1.55
551785,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-10-28 10:56:00,1.55,14146,Netherlands,4.65
541186,22960,JAM MAKING SET WITH JARS,3,2011-01-01 13:42:00,4.77,13768,United Kingdom,14.31
576298,22178,VICTORIAN GLASS HANGING T-LIGHT,2,2011-09-29 09:51:00,1.41,12579,United Kingdom,2.82
549171,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-09-05 13:10:00,3.02,13851,United Kingdom,15.1
539835,22197,SMALL POPCORN HOLDER,7,2011-07-15 19:41:00,0.78,12434,Ireland,5.46
563383,22632,HAND WARMER RED POLKA DOT,1,2010-12-24 07:01:00,2.04,15684,United Kingdom,2.04
560064,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-11-27 19:54:00,3.83,13984,Ireland,3.83
575590,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2010-12-26 19:01:00,2.05,13493,United Kingdom,2.05
586359,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-06-21 12:00:00,4.07,12812,France,56.98
560646,21931,JUMBO STORAGE BAG SUKI,7,2011-03-09 09:02:00,1.85,13999,United Kingdom,12.95
553494,22960,JAM MAKING SET WITH JARS,9,2010-12-23 10:50:00,4.39,13824,United Kingdom,39.51
537896,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2010-12-05 11:37:00,2.9,13632,United Kingdom,34.8
545979,22178,VICTORIAN GLASS HANGING T-LIGHT,13,2010-12-27 09:06:00,1.36,13758,Germany,17.68
578763,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2010-12-23 07:25:00,1.57,13696,United Kingdom,6.28
567595,21931,JUMBO STORAGE BAG SUKI,8,2010-12-19 13:25:00,1.85,13427,United Kingdom,14.8
572697,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2011-05-25 08:14:00,4.25,13021,United Kingdom,46.75
574475,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2010-12-27 08:10:00,3.23,13454,France,22.61
579948,22383,LUNCH BAG SUKI DESIGN,5,2010-12-16 19:07:00,1.75,15636,United Kingdom,8.75
578016,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-05-25 07:01:00,3.7,12571,United Kingdom,3.7
539589,71053,WHITE METAL LANTERN,13,2011-11-03 18:08:00,3.39,13145,United Kingdom,44.07
572819,22178,VICTORIAN GLASS HANGING T-LIGHT,1,2011-04-05 18:28:00,1.39,14734,United Kingdom,1.39
566122,22961,JAM MAKING SET PRINTED,21,2011-02-05 18:42:00,1.61,13166,United Kingdom,33.81
537601,21755,LOVE BUILDING BLOCK WORD,1,2011-02-07 16:38:00,6.14,15622,United Kingdom,6.14
548518,23298,SPOTTY BUNTING,12,2011-05-24 08:39:00,4.71,12469,United Kingdom,56.52
575324,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-02-07 11:02:00,4.72,15036,Ireland,33.04
558787,20725,LUNCH BAG RED RETROSPOT,9,2010-12-15 09:06:00,1.69,13578,United Kingdom,15.21
554846,22960,JAM MAKING SET WITH JARS,19,2011-05-20 09:30:00,4.87,13016,Germany,92.53
539415,21929,JUMBO BAG PINK VINTAGE PAISLEY,16,2011-02-15 15:58:00,2.0,13700,United Kingdom,32.0
582373,22960,JAM MAKING SET WITH JARS,6,2011-02-07 16:40:00,4.42,12903,United Kingdom,26.52
564812,71053,WHITE METAL LANTERN,12,2010-12-25 17:42:00,3.9,13693,United Kingdom,46.8
565898,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-05-11 16:48:00,2.34,13112,Belgium,9.36
585369,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-12-16 18:32:00,8.64,13812,United Kingdom,8.64
555205,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-03-09 17:44:00,1.89,14052,United Kingdom,11.34
580355,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2011-10-09 11:46:00,2.78,13324,Spain,52.82
545238,71053,WHITE METAL LANTERN,5,2011-03-15 11:52:00,3.34,12437,United Kingdom,16.7
539550,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2011-08-22 17:45:00,3.91,13221,United Kingdom,46.92
576347,22633,HAND WARMER UNION JACK,11,2011-06-19 16:43:00,1.92,13402,Belgium,21.12
586819,23084,RABBIT NIGHT LIGHT,3,2011-06-14 11:20:00,2.37,15996,United Kingdom,7.11
573348,20727,LUNCH BAG BLACK SKULL.,7,2011-01-02 08:17:00,1.62,13590,United Kingdom,11.34
580213,20727,LUNCH BAG BLACK SKULL.,10,2011-10-24 07:14:00,1.57,12524,United Kingdom,15.7
584278,21755,LOVE BUILDING BLOCK WORD,4,2011-02-09 19:12:00,6.49,13940,United Kingdom,25.96
564324,20725,LUNCH BAG RED RETROSPOT,6,2011-06-13 09:33:00,1.8,13591,Netherlands,10.8
567619,21755,LOVE BUILDING BLOCK WORD,10,2011-08-16 11:54:00,6.27,12400,United Kingdom,62.7
560455,23298,SPOTTY BUNTING,6,2011-09-12 11:00:00,4.86,13103,United Kingdom,29.16
544235,22633,HAND WARMER UNION JACK,2,2011-06-19 11:39:00,1.84,13319,United Kingdom,3.68
547769,22632,HAND WARMER RED POLKA DOT,3,2010-12-08 08:45:00,2.08,15715,United Kingdom,6.24
584102,85099B,JUMBO BAG RED RETROSPOT,3,2010-12-06 19:11:00,2.35,15651,United Kingdom,7.05
559221,22961,JAM MAKING SET PRINTED,14,2011-02-25 15:57:00,1.5,12383,Ireland,21.0
544457,22632,HAND WARMER RED POLKA DOT,3,2011-06-13 07:55:00,1.68,14092,United Kingdom,5.04
579816,22197,SMALL POPCORN HOLDER,4,2011-08-20 17:30:00,0.77,14174,United Kingdom,3.08
552795,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-05-19 18:24:00,1.94,13662,United Kingdom,21.34
560986,21754,HOME BUILDING BLOCK WORD,17,2011-05-25 16:07:00,6.54,12541,United Kingdom,111.18
550855,22197,SMALL POPCORN HOLDER,4,2011-01-11 10:46:00,0.78,16360,United Kingdom,3.12
559977,22633,HAND WARMER UNION JACK,6,2010-12-06 17:59:00,1.96,16338,Ireland,11.76
569920,22632,HAND WARMER RED POLKA DOT,13,2011-02-16 13:35:00,1.82,12843,United Kingdom,23.66
566377,21931,JUMBO STORAGE BAG SUKI,15,2011-09-16 15:25:00,2.07,12623,United Kingdom,31.05
581712,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-09-12 07:07:00,3.69,12516,United Kingdom,25.83
578643,21755,LOVE BUILDING BLOCK WORD,5,2011-05-20 07:48:00,6.59,14045,United Kingdom,32.95
581816,85099B,JUMBO BAG RED RETROSPOT,4,2010-12-05 14:43:00,1.88,15580,United Kingdom,7.52
581449,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-02-21 17:11:00,3.69,15639,United Kingdom,11.07
552495,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2011-09-13 12:49:00,1.07,13197,United Kingdom,1.07
543387,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-09-11 18:53:00,7.86,14109,United Kingdom,7.86
558788,71053,WHITE METAL LANTERN,5,2011-01-05 10:10:00,3.07,13578,United Kingdom,15.35
568936,23084,RABBIT NIGHT LIGHT,11,2011-11-01 12:31:00,2.04,12731,United Kingdom,22.44
576204,22138,BAKING SET 9 PIECE RETROSPOT,10,2011-02-19 15:24:00,5.46,13300,United Kingdom,54.6
550230,22961,JAM MAKING SET PRINTED,5,2010-12-10 12:51:00,1.66,13761,France,8.3
538261,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-02-05 11:56:00,7.55,13146,United Kingdom,45.3
585348,20725,LUNCH BAG RED RETROSPOT,9,2010-12-02 14:51:00,1.65,13828,Ireland,14.85
561062,21755,LOVE BUILDING BLOCK WORD,10,2011-04-25 12:57:00,6.11,13871,United Kingdom,61.1
586410,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-05-01 11:28:00,4.07,13162,Ireland,16.28
545418,20725,LUNCH BAG RED RETROSPOT,14,2011-05-17 07:36:00,1.87,12389,United Kingdom,26.18
579274,71053,WHITE METAL LANTERN,10,2011-05-20 15:46:00,3.4,13394,United Kingdom,34.0
581813,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-02-16 09:07:00,8.07,15580,United Kingdom,8.07
582015,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-04-18 10:16:00,0.38,15228,United Kingdom,0.38
566425,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-05-13 09:19:00,8.59,15689,United Kingdom,25.77
536744,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2010-12-20 08:52:00,4.04,13842,United Kingdom,52.52
565092,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,2011-11-01 15:22:00,2.3,14111,Germany,9.2
561981,21929,JUMBO BAG PINK VINTAGE PAISLEY,9,2011-04-07 15:11:00,2.06,12449,Ireland,18.54
574536,22197,SMALL POPCORN HOLDER,10,2011-10-27 19:57:00,0.88,12826,United Kingdom,8.8
554499,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-09-17 11:29:00,2.54,14310,United Kingdom,7.62
584226,21071,VINTAGE BILLBOARD DRINK ME MUG,14,2011-04-26 16:20:00,1.15,13673,United Kingdom,16.1
570964,22632,HAND WARMER RED POLKA DOT,3,2011-05-13 12:11:00,1.69,14833,United Kingdom,5.07
560837,22383,LUNCH BAG SUKI DESIGN,12,2011-10-06 15:34:00,1.88,12705,Ireland,22.56
568571,22197,SMALL POPCORN HOLDER,5,2011-02-09 15:43:00,0.93,12799,France,4.65
578690,22633,HAND WARMER UNION JACK,5,2011-05-03 09:25:00,1.99,15443,United Kingdom,9.95
545679,22961,JAM MAKING SET PRINTED,3,2011-05-17 08:47:00,1.39,13269,United Kingdom,4.17
547136,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-05-24 14:16:00,5.3,13268,Germany,37.1
570657,22961,JAM MAKING SET PRINTED,7,2011-08-11 18:13:00,1.46,15408,United Kingdom,10.22
575863,23298,SPOTTY BUNTING,15,2011-10-28 16:19:00,5.5,13100,United Kingdom,82.5
579047,21755,LOVE BUILDING BLOCK WORD,1,2011-07-25 09:06:00,5.98,13869,Germany,5.98
575318,22632,HAND WARMER RED POLKA DOT,1,2011-02-05 09:43:00,1.89,15740,Germany,1.89
569128,21755,LOVE BUILDING BLOCK WORD,13,2011-07-30 09:03:00,6.81,13257,Ireland,88.53
581239,21754,HOME BUILDING BLOCK WORD,2,2011-04-28 08:58:00,6.14,13159,United Kingdom,12.28
568242,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-07-05 10:17:00,3.08,12463,France,15.4
582953,85099B,JUMBO BAG RED RETROSPOT,5,2011-04-15 07:56:00,2.07,13787,United Kingdom,10.35
540055,22178,VICTORIAN GLASS HANGING T-LIGHT,8,2011-03-29 12:13:00,1.38,16219,United Kingdom,11.04
586567,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-11-06 10:56:00,4.1,12536,Germany,4.1
539020,21929,JUMBO BAG PINK VINTAGE PAISLEY,6,2011-02-06 15:31:00,2.13,13000,United Kingdom,12.78
561022,21931,JUMBO STORAGE BAG SUKI,7,2011-05-05 07:21:00,1.87,12897,Germany,13.09
537463,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-02-04 19:13:00,1.73,13622,United Kingdom,1.73
575369,23298,SPOTTY BUNTING,2,2011-02-16 13:36:00,5.09,13143,United Kingdom,10.18
559958,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-04-17 07:17:00,2.83,12823,Germany,11.32
538517,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2010-12-10 12:03:00,2.07,15614,United Kingdom,2.07
583252,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-10-18 08:06:00,2.88,14145,United Kingdom,5.76
555144,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-06-21 08:45:00,2.86,12403,Netherlands,14.3
544801,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-10-26 13:23:00,0.44,14069,United Kingdom,0.88
562555,22960,JAM MAKING SET WITH JARS,6,2011-05-27 09:28:00,3.95,15705,Spain,23.7
570280,22383,LUNCH BAG SUKI DESIGN,1,2011-05-17 10:42:00,1.61,12791,France,1.61
581171,21755,LOVE BUILDING BLOCK WORD,1,2011-05-14 07:57:00,5.36,12702,France,5.36
539575,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-10-25 16:01:00,0.48,13066,Ireland,1.92
546884,21755,LOVE BUILDING BLOCK WORD,12,2011-11-10 15:05:00,6.07,12866,United Kingdom,72.84
536659,23298,SPOTTY BUNTING,8,2011-05-30 17:46:00,5.63,13140,Ireland,45.04
555260,85099B,JUMBO BAG RED RETROSPOT,8,2011-02-17 09:03:00,1.88,12743,United Kingdom,15.04
562088,21754,HOME BUILDING BLOCK WORD,9,2010-12-16 13:08:00,6.56,14865,France,59.04
549990,22960,JAM MAKING SET WITH JARS,9,2011-05-30 09:11:00,3.97,13271,United Kingdom,35.73
581760,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-03-13 13:18:00,2.34,12390,Ireland,2.34
557051,22961,JAM MAKING SET PRINTED,8,2011-09-14 16:39:00,1.39,14672,United Kingdom,11.12
579105,22961,JAM MAKING SET PRINTED,12,2011-06-29 19:52:00,1.32,12872,Portugal,15.84
545396,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2011-06-19 18:12:00,3.91,12574,Germany,46.92
539440,23203,JUMBO BAG DOILEY PATTERNS,9,2011-03-26 07:50:00,2.25,13070,Netherlands,20.25
561963,21755,LOVE BUILDING BLOCK WORD,4,2011-03-14 14:13:00,5.36,12449,Ireland,21.44
553292,22178,VICTORIAN GLASS HANGING T-LIGHT,10,2011-08-04 12:48:00,1.13,12683,Netherlands,11.3
546896,23298,SPOTTY BUNTING,9,2011-07-01 13:45:00,5.22,12866,United Kingdom,46.98
571932,21755,LOVE BUILDING BLOCK WORD,4,2011-03-12 16:08:00,6.32,14551,United Kingdom,25.28
578802,21071,VINTAGE BILLBOARD DRINK ME MUG,2,2011-04-13 08:30:00,0.96,12606,France,1.92
574262,85099B,JUMBO BAG RED RETROSPOT,11,2011-08-13 08:35:00,1.89,13180,United Kingdom,20.79
552628,22961,JAM MAKING SET PRINTED,12,2011-02-08 19:14:00,1.48,12905,United Kingdom,17.76
572649,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-04-25 09:40:00,1.82,14524,France,3.64
585221,71053,WHITE METAL LANTERN,11,2010-12-04 07:39:00,3.12,13702,Ireland,34.32
539146,21929,JUMBO BAG PINK VINTAGE PAISLEY,12,2010-12-18 17:10:00,1.95,13638,United Kingdom,23.4
572506,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-03-30 11:19:00,3.46,14222,Belgium,13.84
582698,85099B,JUMBO BAG RED RETROSPOT,1,2011-04-02 08:11:00,2.32,12502,United Kingdom,2.32
563517,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-05-23 12:41:00,4.63,12711,Germany,32.41
540472,22961,JAM MAKING SET PRINTED,4,2011-02-16 09:58:00,1.46,15325,United Kingdom,5.84
549458,20727,LUNCH BAG BLACK SKULL.,1,2011-02-20 18:45:00,1.54,12557,United Kingdom,1.54
538044,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-06 11:04:00,2.51,13677,United Kingdom,2.51
543767,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,2010-12-13 07:06:00,1.99,13611,United Kingdom,15.92
559517,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-03-21 16:14:00,2.71,13670,United Kingdom,2.71
571770,71053,WHITE METAL LANTERN,16,2011-05-13 15:19:00,3.39,13709,Ireland,54.24
540349,22197,SMALL POPCORN HOLDER,5,2011-03-10 11:04:00,0.83,13540,United Kingdom,4.15
565817,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2011-07-07 09:27:00,4.24,12356,Ireland,46.64
550091,22197,SMALL POPCORN HOLDER,6,2011-07-06 14:44:00,0.92,13658,United Kingdom,5.52
582523,85099B,JUMBO BAG RED RETROSPOT,11,2011-10-01 18:26:00,2.33,12544,Ireland,25.63
569632,20727,LUNCH BAG BLACK SKULL.,10,2011-09-14 12:21:00,1.83,13069,Ireland,18.3
547043,22178,VICTORIAN GLASS HANGING T-LIGHT,4,2011-03-03 11:48:00,1.31,13198,United Kingdom,5.24
586167,71053,WHITE METAL LANTERN,4,2011-02-04 18:42:00,3.26,12367,Ireland,13.04
579764,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2011-08-12 18:10:00,0.45,14187,Netherlands,4.05
552454,22197,SMALL POPCORN HOLDER,9,2011-07-27 09:40:00,0.86,12638,United Kingdom,7.74
547344,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-04-04 16:56:00,4.71,12668,United Kingdom,23.55
545335,21071,VINTAGE BILLBOARD DRINK ME MUG,11,2011-04-08 14:35:00,0.96,13896,United Kingdom,10.56
541831,71053,WHITE METAL LANTERN,8,2011-02-06 07:20:00,3.69,12443,United Kingdom,29.52
555021,23298,SPOTTY BUNTING,5,2011-03-09 18:18:00,5.1,13840,Germany,25.5
551350,71053,WHITE METAL LANTERN,9,2011-10-09 07:43:00,3.12,12401,United Kingdom,28.08
542732,71053,WHITE METAL LANTERN,11,2011-08-15 10:33:00,3.17,12848,United Kingdom,34.87
583800,21754,HOME BUILDING BLOCK WORD,6,2011-03-08 16:28:00,6.3,13294,United Kingdom,37.8
549917,22960,JAM MAKING SET WITH JARS,4,2011-03-12 12:43:00,4.83,12649,United Kingdom,19.32
564614,21754,HOME BUILDING BLOCK WORD,7,2011-03-18 11:20:00,6.5,14547,United Kingdom,45.5
539738,22960,JAM MAKING SET WITH JARS,6,2010-12-03 12:27:00,4.61,13879,France,27.66
575441,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-04-25 13:10:00,2.51,12759,United Kingdom,27.61
580264,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-03-07 16:56:00,2.76,13074,United Kingdom,22.08
538400,22632,HAND WARMER RED POLKA DOT,6,2011-03-17 17:13:00,1.75,13130,United Kingdom,10.5
559274,22138,BAKING SET 9 PIECE RETROSPOT,9,2011-02-10 15:07:00,5.45,14539,United Kingdom,49.05
561045,21071,VINTAGE BILLBOARD DRINK ME MUG,2,2011-02-25 16:02:00,1.05,13871,United Kingdom,2.1
563540,20725,LUNCH BAG RED RETROSPOT,1,2011-09-12 11:47:00,1.52,13387,United Kingdom,1.52
565143,22197,SMALL POPCORN HOLDER,12,2011-05-14 19:35:00,0.96,12673,United Kingdom,11.52
551449,22138,BAKING SET 9 PIECE RETROSPOT,10,2011-03-23 16:22:00,4.67,13555,Portugal,46.7
544435,22960,JAM MAKING SET WITH JARS,1,2011-01-10 19:47:00,4.29,13834,France,4.29
539830,20725,LUNCH BAG RED RETROSPOT,12,2011-02-05 15:42:00,1.49,12434,Ireland,17.88
568036,22197,SMALL POPCORN HOLDER,13,2010-12-05 11:51:00,0.97,13868,Ireland,12.61
536865,23298,SPOTTY BUNTING,9,2011-06-01 07:18:00,4.47,13332,United Kingdom,40.23
538085,22633,HAND WARMER UNION JACK,3,2011-05-13 17:11:00,2.04,14651,Germany,6.12
567773,22632,HAND WARMER RED POLKA DOT,1,2011-06-20 07:31:00,1.81,13152,United Kingdom,1.81
584562,71053,WHITE METAL LANTERN,1,2011-07-06 09:20:00,3.14,16196,Netherlands,3.14
540027,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2011-09-24 07:56:00,3.68,13365,United Kingdom,33.12
585640,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-05-11 15:46:00,4.83,13630,United Kingdom,14.49
567356,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2011-10-26 15:22:00,3.81,13064,Belgium,53.34
573097,71053,WHITE METAL LANTERN,1,2011-03-19 16:38:00,3.27,15743,France,3.27
538750,22138,BAKING SET 9 PIECE RETROSPOT,12,2011-11-03 11:30:00,5.41,12488,Portugal,64.92
555982,21071,VINTAGE BILLBOARD DRINK ME MUG,6,2011-02-14 17:57:00,1.03,13044,Belgium,6.18
540828,85099B,JUMBO BAG RED RETROSPOT,4,2011-09-13 15:23:00,2.26,12930,United Kingdom,9.04
569102,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-08-04 11:45:00,3.98,15462,United Kingdom,15.92
567418,22960,JAM MAKING SET WITH JARS,7,2011-02-19 07:53:00,3.91,12778,United Kingdom,27.37
548670,21929,JUMBO BAG PINK VINTAGE PAISLEY,5,2011-05-17 17:46:00,1.93,14193,Germany,9.65
578268,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-02-04 17:53:00,4.02,14230,United Kingdom,16.08
574149,23298,SPOTTY BUNTING,8,2011-09-11 14:47:00,5.59,12736,France,44.72
577862,23203,JUMBO BAG DOILEY PATTERNS,10,2010-12-13 07:22:00,2.14,13659,United Kingdom,21.4
554752,22632,HAND WARMER RED POLKA DOT,4,2011-02-08 16:14:00,2.13,13612,United Kingdom,8.52
581239,85099B,JUMBO BAG RED RETROSPOT,11,2011-04-28 08:58:00,2.18,13159,United Kingdom,23.98
562711,21071,VINTAGE BILLBOARD DRINK ME MUG,7,2011-11-01 14:35:00,0.97,13231,United Kingdom,6.79
544915,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-10-22 13:42:00,2.5,12542,Portugal,10.0
545148,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2011-02-23 12:46:00,4.21,12871,United Kingdom,37.89
560807,22197,SMALL POPCORN HOLDER,1,2011-07-07 14:10:00,0.78,14129,United Kingdom,0.78
565827,21071,VINTAGE BILLBOARD DRINK ME MUG,6,2011-09-05 16:51:00,0.96,12356,Ireland,5.76
549994,23298,SPOTTY BUNTING,2,2011-04-29 10:52:00,5.16,15322,United Kingdom,10.32
586519,20727,LUNCH BAG BLACK SKULL.,8,2011-04-08 12:36:00,1.88,12511,United Kingdom,15.04
572442,22961,JAM MAKING SET PRINTED,18,2010-12-24 09:30:00,1.43,13750,United Kingdom,25.74
541318,71053,WHITE METAL LANTERN,12,2011-12-01 09:24:00,3.31,13392,Germany,39.72
553324,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-05-30 10:34:00,3.16,12640,Spain,12.64
581701,22632,HAND WARMER RED POLKA DOT,2,2011-04-14 10:57:00,2.02,12516,United Kingdom,4.04
556918,22961,JAM MAKING SET PRINTED,2,2011-07-18 16:17:00,1.45,14023,Germany,2.9
553923,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2010-12-15 16:25:00,4.27,13521,United Kingdom,64.05
570780,21929,JUMBO BAG PINK VINTAGE PAISLEY,15,2011-02-07 15:43:00,1.87,12538,France,28.05
574203,23084,RABBIT NIGHT LIGHT,1,2011-11-02 12:55:00,2.04,14537,United Kingdom,2.04
545507,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2011-03-01 13:45:00,0.43,14981,United Kingdom,3.01
586196,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,2011-08-04 12:54:00,1.93,12906,United Kingdom,15.44
537732,20727,LUNCH BAG BLACK SKULL.,8,2011-08-11 19:11:00,1.56,12853,Ireland,12.48
557979,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-09-17 19:57:00,3.7,12635,United Kingdom,3.7
580057,23298,SPOTTY BUNTING,1,2011-09-13 16:20:00,5.59,13377,United Kingdom,5.59
576884,21071,VINTAGE BILLBOARD DRINK ME MUG,14,2011-04-12 08:44:00,1.0,13182,United Kingdom,14.0
579467,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,2011-09-29 11:06:00,1.95,13169,United Kingdom,7.8
554592,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-08-18 09:24:00,4.19,13649,United Kingdom,29.33
564693,22197,SMALL POPCORN HOLDER,1,2010-12-18 10:27:00,0.92,13631,United Kingdom,0.92
558068,22960,JAM MAKING SET WITH JARS,11,2011-05-19 17:48:00,4.13,13773,United Kingdom,45.43
564619,23203,JUMBO BAG DOILEY PATTERNS,6,2011-11-24 11:59:00,2.33,12610,United Kingdom,13.98
570261,22632,HAND WARMER RED POLKA DOT,10,2010-12-06 15:25:00,1.84,13412,United Kingdom,18.4
554344,71053,WHITE METAL LANTERN,15,2011-07-30 07:24:00,3.81,13035,United Kingdom,57.15
566986,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-05-23 14:40:00,4.07,13137,France,4.07
558806,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2010-12-18 08:56:00,3.69,14975,Belgium,7.38
565278,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-07-12 19:51:00,3.34,13133,United Kingdom,3.34
548988,21754,HOME BUILDING BLOCK WORD,8,2010-12-13 18:10:00,6.64,13876,United Kingdom,53.12
556997,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2011-10-15 16:13:00,0.48,12993,United Kingdom,4.32
544899,23298,SPOTTY BUNTING,1,2011-09-14 14:52:00,4.86,14407,United Kingdom,4.86
537120,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-09-12 10:25:00,3.7,14396,United Kingdom,3.7
580117,23298,SPOTTY BUNTING,9,2010-12-16 16:42:00,5.2,16046,United Kingdom,46.8
556290,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-09-19 09:27:00,2.32,13262,Spain,23.2
573345,84406B,CREAM CUPID HEARTS COAT HANGER,9,2010-12-20 08:23:00,2.59,13590,United Kingdom,23.31
562394,22138,BAKING SET 9 PIECE RETROSPOT,4,2011-09-14 09:19:00,5.31,14319,United Kingdom,21.24
584581,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-02-23 09:51:00,1.21,13091,United Kingdom,14.52
552087,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-26 08:42:00,1.6,14806,United Kingdom,1.6
553277,71053,WHITE METAL LANTERN,5,2010-12-19 15:56:00,3.81,14960,France,19.05
566555,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-04-15 11:29:00,4.1,12377,Ireland,16.4
575818,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-12 07:45:00,2.92,13991,Spain,5.84
560598,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-05-19 17:18:00,4.48,12585,United Kingdom,40.32
537580,21754,HOME BUILDING BLOCK WORD,9,2011-03-16 16:26:00,6.61,12493,United Kingdom,59.49
577968,22383,LUNCH BAG SUKI DESIGN,4,2011-05-26 12:42:00,1.75,14058,United Kingdom,7.0
550047,22197,SMALL POPCORN HOLDER,4,2011-03-25 08:46:00,0.96,13619,United Kingdom,3.84
568367,21755,LOVE BUILDING BLOCK WORD,8,2011-06-19 10:14:00,6.16,13500,United Kingdom,49.28
